,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Mujer,11/17/1972,F.P.,1,1,09/11/2000,,09/11/2000,01/01/2023,12/31/2023,100%,,,189,Centro 1,Cocina,Empl. Servicio Comedor,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,10,12205.44,0,0,0,0,3110.52,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.28,1351.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.04,0,180,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,12205.44,0,12205.44,0,12205,12205,6947,19153,0,19153,365,,51,23,#NAME?,#REF!
1236,Mujer,05/19/1964,E.G.B.,3,0,09/01/2002,,09/01/2002,01/01/2023,01/08/2023,78.94%,,,289,Centro 5,Limpieza,Empl. Servicio Limpieza,Continuo,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,199.23,0,0,0,0,43.53,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.02,0,0,0,0,0,0,0,0,0,01/01/2023,01/08/2023,79%,2%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,199,57,256,0,256,365,1236,60,21,#NAME?,#REF!
1236,Mujer,05/19/1964,E.G.B.,3,0,09/01/2002,,09/01/2002,01/09/2023,01/16/2023,100%,,,189,Centro 5,Limpieza,Empl. Servicio Limpieza,Partido,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,252.39,0,0,0,0,55.14,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/09/2023,01/16/2023,100%,2%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,252,71,323,0,323,365,1236,60,21,#NAME?,#REF!
1236,Mujer,05/19/1964,E.G.B.,3,0,09/01/2002,,09/01/2002,01/17/2023,01/23/2023,78.94%,,,289,Centro 5,Limpieza,Empl. Servicio Limpieza,Continuo,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,124.52,0,0,0,0,27.2,0,0,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,63.74,0,0,0,0,0,0,01/17/2023,01/23/2023,79%,2%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,125,35,159,64,223,365,1236,60,21,#NAME?,#REF!
1236,Mujer,05/19/1964,E.G.B.,3,0,09/01/2002,,09/01/2002,01/24/2023,01/29/2023,100%,,,189,Centro 5,Limpieza,Empl. Servicio Limpieza,Partido,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,189.29,0,0,0,0,41.35,0,0,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/24/2023,01/29/2023,100%,2%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,189,53,242,0,242,365,1236,60,21,#NAME?,#REF!
1236,Mujer,05/19/1964,E.G.B.,3,0,09/01/2002,,09/01/2002,01/30/2023,12/31/2023,78.94%,,,289,Centro 5,Limpieza,Empl. Servicio Limpieza,Continuo,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,8914.42,0,0,0,0,2064.08,0,0,524.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.03,1057.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.04,0,142.74,0,0,0,0,0,0,,0,11.22,0,0,2.44,0,0,0,0,0,0,01/30/2023,12/31/2023,79%,92%,Dentro,Sí,NO,NO,Sí,Sí,12267.31612,0,12267.31612,0,12267,8914,5029,13943,2,13946,365,1236,60,21,#NAME?,#REF!
1268,Mujer,01/23/1971,E.G.B.,3,0,06/09/2005,,06/09/2005,01/01/2023,12/31/2023,100%,,,189,Centro 12,Limpieza,Empl. Servicio Limpieza,Partido,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,3539.1,0,0,0,0,752.55,0,0,243.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.77,1298.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.44,0,60.97,0,0,0,0,0,0,,0,12.24,714,714,622.07,8462.59,0,357.96,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,3539.1,0,3539.1,0,3539,3539,5289,8828,9443,18270,365,,53,19,#NAME?,#REF!
1286,Mujer,02/26/1962,E.G.B.,3,0,08/28/2003,,08/28/2003,01/01/2023,12/31/2023,78.9%,,,289,Centro 3,Limpieza,Empl. Servicio Limpieza,Continuo,No,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,9630.12,0,0,0,0,2103.84,0,0,568.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.32,1037.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.73,0,142.08,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,79%,100%,Dentro,Sí,Sí,NO,NO,Sí,12205.47529,0,12205.47529,0,12205,9630,5070,14700,0,14700,365,,62,20,#NAME?,#REF!
1296,Mujer,10/23/1965,E.G.B.,3,0,09/20/2002,,09/20/2002,01/01/2023,12/31/2023,100%,,,189,Centro 1,Cocina,Ayudante Cocina,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Ayudante Cocina,3,3.3,10,11369.96,0,0,0,0,2568.29,0,0,653.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.14,1353.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.22,0,163.39,0,0,0,0,0,0,,0,12.24,0,0,0,0,199.75,0,1268.2,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,11369.96,0,11369.96,0,11370,11370,6316,17686,1468,19154,365,,58,21,#NAME?,#REF!
1326,Mujer,07/06/1977,E.G.B.,3,0,02/10/2006,,02/10/2006,01/01/2023,12/31/2023,100%,,,100,Centro 10,Cocina,Cocinero/a,Partido,Sí,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Cocinero/a,3,3.3,10,13059.6,0,0,0,0,2221.8,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,1308.96,1333.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.74,0,0,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,13059.6,0,13059.6,0,13060,13060,7503,20563,0,20563,365,,46,18,#NAME?,#REF!
1353,Mujer,06/17/1963,E.G.B.,3,0,04/06/2005,,04/06/2005,01/01/2023,12/31/2023,100%,,,100,Centro 2,Cocina,Ayudante Cocina,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Ayudante Cocina,3,3.3,08,12525.6,0,0,0,0,2555.07,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282.05,1331.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,180,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,12525.6,0,12525.6,0,12526,12526,6331,18857,0,18857,365,,61,19,#NAME?,#REF!
1381,Mujer,01/31/1975,E.G.B.,1,1,04/02/2007,,04/02/2007,01/01/2023,12/31/2023,59.2%,,,200,Centro 10,Cocina,Empl. Servicio Comedor,Continuo,Sí,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,10,7225.68,0,0,0,0,1315.2,0,0,426.24,0,0,0,0,0,0,0,0,0,0,0,0,351.75,0,0,0,0,0,0,0,0,0,0,0,0,738,756.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.9,0,106.56,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,59%,100%,Dentro,Sí,Sí,NO,NO,Sí,12205.54054,0,12205.54054,0,12206,7226,3847,11073,0,11073,365,,49,17,#NAME?,#REF!
1423,Mujer,08/08/1960,E.G.B.,3,0,09/01/2007,,09/01/2007,01/01/2023,12/31/2023,100%,,,100,Centro 4,Cocina,Ayudante Cocina,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Ayudante Cocina,3,3.3,08,12525.6,0,0,0,0,2221.8,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266.86,1303.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.12,0,180,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,12525.6,0,12525.6,0,12526,12526,5949,18475,0,18475,365,,63,16,#NAME?,#REF!
1470,Mujer,07/01/1959,E.G.B.,3,0,09/01/2007,,09/01/2007,01/01/2023,12/31/2023,78.9%,,,200,Centro 5,Cocina,Ayudante Cocina,Continuo,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Ayudante Cocina,3,3.3,08,8011.55,0,0,0,0,1421.25,0,0,460.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.58,1028.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.61,0,115.18,0,0,0,0,0,0,,0,12.24,0,0,0,0,231.87,0,2079,0,0,01/01/2023,12/31/2023,79%,100%,Dentro,Sí,Sí,NO,NO,Sí,10154.05577,0,10154.05577,0,10154,8012,4230,12242,2311,14553,365,,65,16,#NAME?,#REF!
1482,Mujer,11/14/1961,E.G.B.,3,0,09/01/2007,,09/01/2007,01/01/2023,08/31/2023,100%,,,100,Centro 1,Cocina,Empl. Servicio Comedor,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,10,7824,0,0,0,0,1424.4,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.16,0,0,0,0,0,0,0,0,0,01/01/2023,08/31/2023,100%,67%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,7824,3123,10947,0,10947,365,1482,62,16,#NAME?,#REF!
1482,Mujer,11/14/1961,E.G.B.,3,0,09/01/2022,,09/01/2007,09/01/2023,12/31/2023,100%,,,100,Centro 1,Cocina,Ayudante Cocina,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Ayudante Cocina,3,3.3,08,4488.16,0,0,0,0,797.4,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,1286.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.99,0,180,0,0,0,0,0,0,,0,4.08,0,0,0,0,0,0,0,0,0,09/01/2023,12/31/2023,100%,33%,Dentro,Sí,NO,Sí,NO,Sí,13427.6918,0,13427.6918,0,13428,4488,2775,7263,0,7263,365,1482,62,16,#NAME?,#REF!
1539,Mujer,10/15/1961,E.G.B.,3,0,09/07/2007,,09/07/2007,01/01/2023,12/31/2023,100%,,,100,Centro 5,Cocina,Empl. Servicio Comedor,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,10,12205.44,0,0,0,0,2221.8,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.74,1277.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.95,0,180,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,12205.44,0,12205.44,0,12205,12205,5889,18094,0,18094,365,,62,16,#NAME?,#REF!
1549,Mujer,08/04/1981,E.G.B.,3,0,10/01/2007,,10/01/2007,01/01/2023,12/31/2023,100%,,,100,Centro 10,Cocina,Empl. Servicio Comedor,Partido,Sí,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,10,8883.94,0,0,0,0,1617.18,0,0,524.06,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,1237.77,1277.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.79,0,131.02,0,0,0,0,0,0,,0,12.24,0,0,647.89,2658.55,0,815.88,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,8883.94,0,8883.94,0,8884,8884,5811,14695,4122,18818,365,,42,16,#NAME?,#REF!
1551,Mujer,02/22/1971,E.G.B.,3,0,10/16/2007,,10/16/2007,01/01/2023,12/31/2023,100%,,,189,Centro 7,Limpieza,Empl. Servicio Limpieza,Partido,Sí,Per. Manten.,GRUPO 04,ESCALA 21,Enseñanza Priv. Concertada,Empl. Servicio Limpieza,3,3.2,10,12205.44,0,0,0,0,2221.8,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.77,1277.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.69,0,180,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,12205.44,0,12205.44,0,12205,12205,5886,18091,0,18091,365,,53,16,#NAME?,#REF!
1673,Mujer,01/31/1976,E.G.B.,3,0,09/01/2008,,09/01/2008,01/01/2023,12/31/2023,100%,50%,GLM,100,Centro 10,Aula de la Naturaleza,Profesor/a Extraescolares Ed. Ambiental,Continuo,No,Per. Docente,GRUPO 01,ESCALA 09,Enseñanza Priv. Concertada,Profesor/a Extraescolares Ed. Ambiental,1,1.7,01,9240.36,0,0,0,0,1025.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.68,855.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.11,0,0,0,0,0,0,0,0,,0,12.24,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,50%,100%,Dentro,Sí,Sí,NO,NO,Sí,18480.72,0,18480.72,0,18481,9240,2898,12138,0,12138,365,,48,15,#NAME?,#REF!
1726,Mujer,11/19/1965,E.G.B.,3,1,09/01/1999,,09/01/1999,01/01/2023,12/31/2023,100%,,,100,Centro 1,Cocina,Ayudante Cocina,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Ayudante Cocina,3,3.3,08,8559.16,0,0,0,0,2132.93,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345.44,1390.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.68,0,123,0,0,0,0,0,0,,0,12.24,0,0,912.09,4021.97,0,386.04,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,8559.16,0,8559.16,0,8559,8559,5760,14319,5320,19639,365,,58,24,#NAME?,#REF!
1743,Mujer,02/05/1972,E.G.B.,1,1,09/25/2008,,09/25/2008,01/01/2023,12/31/2023,100%,,,100,Centro 2,Cocina,Empl. Servicio Comedor,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,10,12300.09,0,0,0,0,1939.34,0,0,725.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.32,1252.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.38,1.06,180,0,0,0,0,0,0,,0,12.24,0,0,-31.92,0,0,-83.37,0,0,0,01/01/2023,12/31/2023,100%,100%,Dentro,Sí,NO,NO,NO,NO,12300.09,0,12300.09,0,12300,12300,5556,17856,-115,17741,365,,52,15,#NAME?,#REF!
1752,Mujer,03/29/1975,MASTER UNIVERSITARIO,2,1,09/01/2023,02/09/2023,12/21/2008,01/01/2023,02/09/2023,100%,,,189,Centro 2,Actividades Acuáticas,Monitor/a Natación Escolar,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 16,Inst. Deportivas,Monitor/a Natación Escolar,3,II,08,1132.78,129.16,0,63.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,145.41,0,0,26.67,0,0,0,01/01/2023,02/09/2023,100%,11%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,1133,457,1590,172,1762,-203,1752,49,15,#NAME?,#REF!
1752,Mujer,03/29/1975,MASTER UNIVERSITARIO,2,1,07/03/2023,,12/21/2008,07/03/2023,12/31/2023,100%,,,189,Centro 2,Actividades Acuáticas,Monitor/a Natación Escolar,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 16,Inst. Deportivas,Monitor/a Natación Escolar,3,II,08,6666.74,732.84,0,282.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.73,0,0,0,0,0,-437.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,07/03/2023,12/31/2023,100%,50%,Dentro,Sí,NO,Sí,NO,Sí,13370.11044,0,13370.11044,0,13370,6667,2058,8725,0,8725,182,1752,49,15,#NAME?,#REF!
1754,Mujer,02/17/1966,E.G.B.,3,0,09/25/2008,02/08/2023,01/21/2009,01/01/2023,02/08/2023,100%,,,100,Centro 3,Cocina,Empl. Servicio Comedor,Partido,No,Per. Cocina,GRUPO 04,ESCALA 17,Enseñanza Priv. Concertada,Empl. Servicio Comedor,3,3.3,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.69,126.47,0,0,0,0,0,0,0,996.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.04,0,0,0,0,0,0,0,0,0,01/01/2023,02/08/2023,100%,11%,Dentro,Sí,NO,Sí,NO,Sí,0,0,0,0,0,0,1842,1842,0,1842,39,,58,15,#NAME?,#REF!
